Index,Taille,Poids
21153,167,59
21154,176,72
21155,168,55
21156,174,67
21157,172,57
21158,170,48
21159,176,59
21160,174,53
21161,172,56
21162,175,57
21163,169,53
21164,174,59
21165,180,58
21166,175,56
21167,173,65
21168,175,56
21169,174,55
21170,177,58
21171,175,64
21172,164,59
21173,175,61
21174,174,52
21175,172,59
21176,174,61
21177,171,58
21178,176,60
21179,172,57
21180,165,54
21181,166,49
21182,181,56
21183,179,63
21184,173,64
21185,170,62
21186,171,52
21187,165,48
21188,174,58
21189,175,55
21190,180,65
21191,173,65
21192,167,59
21193,172,61
21194,176,60
21195,175,55
21196,174,68
21197,172,58
21198,182,63
21199,164,46
21200,170,53
21201,166,57
21202,177,63
21203,171,59
21204,174,60
21205,171,52
21206,175,57
21207,171,58
21208,176,62
21209,170,62
21210,166,54
21211,176,62
21212,173,56
21213,168,54
21214,175,57
21215,177,61
21216,172,54
21217,177,63
21218,173,53
21219,174,64
21220,165,43
21221,175,54
21222,174,58
21223,175,56
21224,172,59
21225,173,51
21226,172,58
21227,173,53
21228,166,58
21229,170,55
21230,168,51
21231,177,60
21232,171,54
21233,175,59
21234,178,63
21235,172,56
21236,174,62
21237,173,56
21238,168,56
21239,168,53
21240,171,63
21241,177,62
21242,178,59
21243,181,61
21244,171,52
21245,171,55
21246,173,58
21247,173,59
21248,169,53
21249,168,61
21250,164,53
21251,172,57
21252,174,56
21253,161,50
21254,172,55
21255,176,65
21256,176,62
21257,169,53
21258,173,51
21259,165,48
21260,171,56
21261,169,58
21262,178,65
21263,171,57
21264,165,59
21265,174,54
21266,168,62
21267,177,57
21268,171,55
21269,168,56
21270,174,59
21271,181,62
21272,178,63
21273,168,61
21274,175,61
21275,171,58
21276,170,60
21277,176,60
21278,179,57
21279,174,55
21280,175,60
21281,173,58
21282,166,47
21283,182,63
21284,176,51
21285,173,64
21286,177,60
21287,171,56
21288,168,61
21289,168,50
21290,183,66
21291,174,61
21292,169,57
21293,167,53
21294,174,63
21295,182,70
21296,182,59
21297,181,59
21298,175,53
21299,176,60
21300,176,68
21301,171,53
21302,167,55
21303,174,50
21304,159,46
21305,168,56
21306,168,54
21307,180,61
21308,171,57
21309,171,52
21310,175,62
21311,171,59
21312,172,60
21313,180,65
21314,170,61
21315,177,52
21316,167,49
21317,173,64
21318,172,59
21319,169,59
21320,173,59
21321,169,56
21322,169,48
21323,162,57
21324,176,66
21325,173,61
21326,173,68
21327,168,54
21328,171,55
21329,178,58
21330,176,54
21331,170,52
21332,181,66
21333,174,58
21334,170,58
21335,170,63
21336,162,51
21337,167,51
21338,176,63
21339,172,59
21340,165,56
21341,168,51
21342,172,60
21343,183,57
21344,166,52
21345,171,58
21346,169,52
21347,168,49
21348,174,56
21349,170,56
21350,182,64
21351,162,60
21352,172,57
21353,176,62
21354,178,59
21355,178,57
21356,173,60
21357,172,60
21358,172,52
21359,163,42
21360,175,61
21361,171,54
21362,167,55
21363,169,57
21364,162,52
21365,172,47
21366,179,70
21367,177,60
21368,179,65
21369,174,52
21370,165,58
21371,180,59
21372,169,55
21373,177,61
21374,173,51
21375,173,56
21376,179,64
21377,171,48
21378,182,63
21379,174,67
21380,170,52
21381,173,62
21382,173,48
21383,165,52
21384,174,65
21385,177,59
21386,166,50
21387,173,53
21388,168,58
21389,166,72
21390,172,55
21391,176,58
21392,173,54
21393,175,59
21394,168,60
21395,171,59
21396,165,53
21397,171,58
21398,169,53
21399,170,51
21400,166,53
21401,172,60
21402,177,56
21403,175,64
21404,174,53
21405,175,57
21406,163,47
21407,180,68
21408,175,59
21409,171,57
21410,176,57
21411,170,54
21412,180,57
21413,173,51
21414,185,68
21415,168,52
21416,169,58
21417,171,58
21418,176,55
21419,179,61
21420,165,56
21421,170,56
21422,172,56
21423,173,55
21424,169,49
21425,177,68
21426,175,53
21427,171,56
21428,171,55
21429,170,54
21430,169,56
21431,178,64
21432,182,63
21433,186,68
21434,172,60
21435,174,60
21436,168,61
21437,171,61
21438,171,56
21439,169,52
21440,177,55
21441,171,49
21442,182,64
21443,179,59
21444,171,64
21445,173,65
21446,180,65
21447,173,58
21448,182,65
21449,172,56
21450,175,66
21451,177,56
21452,177,60
21453,173,59
21454,171,60
21455,164,47
21456,170,54
21457,169,51
21458,173,57
21459,177,62
21460,170,53
21461,172,53
21462,177,59
21463,175,58
21464,176,54
21465,170,56
21466,179,64
21467,174,58
21468,168,53
21469,163,60
21470,170,58
21471,168,47
21472,174,55
21473,168,55
21474,174,56
21475,165,53
21476,173,62
21477,163,54
21478,166,49
21479,171,55
21480,167,55
21481,168,64
21482,162,52
21483,172,49
21484,175,56
21485,174,52
21486,179,61
21487,173,56
21488,171,61
21489,173,51
21490,178,57
21491,178,57
21492,171,56
21493,177,57
21494,169,60
21495,169,56
21496,166,57
21497,180,64
21498,177,57
21499,176,57
21500,178,65
21501,169,56
21502,182,57
21503,171,61
21504,170,57
21505,180,67
21506,174,57
21507,174,56
21508,173,60
21509,179,57
21510,176,61
21511,171,64
21512,160,47
21513,175,50
21514,172,64
21515,174,62
21516,178,55
21517,178,57
21518,173,61
21519,176,55
21520,171,57
21521,177,60
21522,177,63
21523,178,65
21524,169,59
21525,166,59
21526,168,63
21527,170,56
21528,165,48
21529,177,63
21530,174,57
21531,178,63
21532,172,65
21533,170,57
21534,177,61
21535,185,66
21536,175,56
21537,169,52
21538,179,57
21539,168,55
21540,183,65
21541,171,54
21542,175,62
21543,175,52
21544,174,62
21545,181,62
21546,169,57
21547,161,50
21548,176,57
21549,177,62
21550,175,59
21551,174,54
21552,169,54
21553,174,51
21554,168,52
21555,161,50
21556,182,70
21557,168,45
21558,171,53
21559,179,56
21560,164,54
21561,165,46
21562,169,54
21563,179,57
21564,172,58
21565,167,51
21566,177,57
21567,168,49
21568,167,57
21569,177,60
21570,173,56
21571,172,52
21572,173,48
21573,173,52
21574,174,56
21575,172,59
21576,171,51
21577,177,65
21578,177,65
21579,180,61
21580,175,55
21581,175,61
21582,174,69
21583,166,63
21584,175,56
21585,170,54
21586,175,65
21587,164,62
21588,176,61
21589,177,48
21590,172,60
21591,167,62
21592,183,66
21593,178,63
21594,173,55
21595,179,67
21596,166,51
21597,174,63
21598,176,58
21599,167,62
21600,173,56
21601,175,63
21602,164,51
21603,176,62
21604,167,55
21605,174,55
21606,173,56
21607,183,66
21608,170,52
21609,168,51
21610,176,55
21611,180,60
21612,172,61
21613,168,59
21614,172,56
21615,169,59
21616,178,60
21617,175,53
21618,176,59
21619,177,68
21620,167,59
21621,170,59
21622,169,58
21623,174,62
21624,173,59
21625,173,58
21626,171,52
21627,169,62
21628,165,58
21629,173,60
21630,173,64
21631,176,67
21632,173,50
21633,162,47
21634,171,60
21635,169,53
21636,161,50
21637,172,54
21638,170,54
21639,170,47
21640,171,58
21641,170,51
21642,176,64
21643,177,68
21644,171,53
21645,175,56
21646,174,54
21647,171,50
21648,173,61
21649,169,60
21650,177,57
21651,169,58
21652,168,57
21653,174,58
21654,180,59
21655,180,57
21656,168,66
21657,175,52
21658,173,59
21659,167,54
21660,175,53
21661,176,54
21662,173,59
21663,174,61
21664,182,67
21665,173,66
21666,165,63
21667,174,52
21668,174,67
21669,171,59
21670,181,70
21671,170,59
21672,174,60
21673,176,63
21674,173,62
21675,169,60
21676,171,57
21677,176,67
21678,177,61
21679,174,66
21680,166,46
21681,177,62
21682,180,64
21683,168,59
21684,167,46
21685,181,59
21686,181,68
21687,166,61
21688,178,59
21689,171,55
21690,166,57
21691,181,69
21692,179,68
21693,168,57
21694,175,58
21695,179,69
21696,173,55
21697,172,66
21698,169,57
21699,175,58
21700,164,53
21701,164,57
21702,174,48
21703,173,58
21704,168,58
21705,174,58
21706,159,46
21707,174,61
21708,166,57
21709,167,59
21710,168,58
21711,167,52
21712,167,60
21713,172,62
21714,170,56
21715,179,72
21716,173,53
21717,177,62
21718,169,54
21719,175,66
21720,171,55
21721,169,52
21722,169,59
21723,165,46
21724,173,57
21725,172,59
21726,176,67
21727,179,66
21728,180,62
21729,166,61
21730,172,63
21731,171,59
21732,173,63
21733,169,48
21734,174,64
21735,174,63
21736,176,56
21737,169,55
21738,177,59
21739,172,61
21740,172,56
21741,176,61
21742,171,62
21743,178,53
21744,169,58
21745,176,62
21746,175,72
21747,175,65
21748,168,52
21749,174,62
21750,175,59
21751,172,59
21752,173,59
21753,175,50
21754,174,63
21755,174,62
21756,176,60
21757,171,49
21758,172,59
21759,177,65
21760,172,67
21761,167,52
21762,175,61
21763,171,52
21764,170,51
21765,170,50
21766,174,57
21767,175,57
21768,173,60
21769,171,58
21770,167,54
21771,174,65
21772,175,62
21773,176,56
21774,167,53
21775,171,55
21776,173,57
21777,178,65
21778,176,61
21779,167,52
21780,176,60
21781,172,51
21782,167,48
21783,174,49
21784,184,60
21785,165,50
21786,179,72
21787,177,65
21788,165,61
21789,173,62
21790,175,59
21791,171,66
21792,168,52
21793,170,65
21794,172,61
21795,168,57
21796,174,55
21797,164,53
21798,168,50
21799,177,49
21800,171,59
21801,177,56
21802,173,66
21803,171,62
21804,175,65
21805,173,60
21806,168,51
21807,174,61
21808,168,60
21809,167,55
21810,162,52
21811,175,53
21812,177,55
21813,173,60
21814,183,64
21815,168,49
21816,164,52
21817,170,57
21818,177,63
21819,169,66
21820,172,55
21821,173,58
21822,168,49
21823,174,51
21824,169,56
21825,171,50
21826,173,58
21827,181,64
21828,171,56
21829,176,55
21830,177,58
21831,170,54
21832,173,46
21833,174,56
21834,175,56
21835,161,60
21836,173,63
21837,175,62
21838,169,53
21839,177,58
21840,173,56
21841,175,62
21842,170,58
21843,180,58
21844,174,62
21845,180,51
21846,166,48
21847,174,52
21848,173,54
21849,170,56
21850,172,59
21851,175,59
21852,172,54
21853,178,54
21854,164,49
21855,169,53
21856,173,47
21857,170,53
21858,169,59
21859,175,68
21860,169,56
21861,175,60
21862,171,50
21863,173,56
21864,186,67
21865,172,56
21866,180,56
21867,173,55
21868,175,57
21869,166,52
21870,166,50
21871,163,52
21872,174,58
21873,175,60
21874,184,65
21875,176,52
21876,168,51
21877,166,50
21878,179,54
21879,179,53
21880,166,57
21881,169,56
21882,172,55
21883,167,57
21884,173,61
21885,174,56
21886,166,53
21887,172,57
21888,167,56
21889,181,60
21890,180,62
21891,181,64
21892,168,57
21893,181,57
21894,179,62
21895,173,58
21896,173,64
21897,165,48
21898,170,49
21899,160,53
21900,170,69
21901,166,48
21902,165,49
21903,171,57
21904,175,55
21905,176,60
21906,174,59
21907,178,65
21908,180,65
21909,170,55
21910,178,60
21911,175,60
21912,166,59
21913,181,60
21914,161,56
21915,173,55
21916,165,59
21917,173,56
21918,176,57
21919,177,51
21920,176,56
21921,172,57
21922,177,54
21923,178,56
21924,171,60
21925,162,55
21926,174,59
21927,169,65
21928,178,62
21929,168,62
21930,173,53
21931,180,59
21932,170,53
21933,167,56
21934,172,44
21935,165,57
21936,174,54
21937,174,59
21938,173,61
21939,163,52
21940,171,55
21941,177,59
21942,175,62
21943,171,53
21944,169,46
21945,166,43
21946,174,59
21947,170,58
21948,174,62
21949,170,61
21950,189,64
21951,173,50
21952,177,61
21953,164,58
21954,178,59
21955,175,62
21956,172,62
21957,162,49
21958,175,69
21959,170,61
21960,176,60
21961,178,58
21962,167,54
21963,175,60
21964,161,46
21965,169,52
21966,166,51
21967,179,58
21968,187,66
21969,183,60
21970,163,54
21971,176,57
21972,176,52
21973,175,54
21974,174,57
21975,176,57
21976,172,60
21977,173,59
21978,177,64
21979,172,57
21980,170,53
21981,166,50
21982,171,54
21983,176,47
21984,175,58
21985,166,66
21986,176,63
21987,179,67
21988,169,50
21989,176,57
21990,176,53
21991,165,56
21992,179,60
21993,163,57
21994,169,50
21995,173,59
21996,169,58
21997,172,55
21998,174,67
21999,172,53
22000,170,57
22001,171,59
22002,164,47
22003,175,55
22004,166,55
22005,178,52
22006,168,55
22007,176,63
22008,174,58
22009,179,69
22010,176,57
22011,178,70
22012,173,62
22013,164,49
22014,177,60
22015,174,52
22016,174,55
22017,177,52
22018,167,53
22019,173,48
22020,170,59
22021,174,56
22022,180,57
22023,172,61
22024,187,69
22025,170,54
22026,180,69
22027,180,64
22028,172,50
22029,170,58
22030,170,62
22031,177,59
22032,163,58
22033,169,53
22034,168,55
22035,178,58
22036,168,58
22037,181,71
22038,176,59
22039,177,63
22040,176,57
22041,169,54
22042,177,59
22043,174,57
22044,169,56
22045,172,60
22046,167,60
22047,172,63
22048,172,59
22049,181,62
22050,171,66
22051,169,54
22052,176,57
22053,177,53
22054,170,56
22055,180,64
22056,172,57
22057,168,58
22058,179,69
22059,177,64
22060,170,57
22061,167,55
22062,167,57
22063,183,58
22064,173,50
22065,179,65
22066,165,49
22067,182,60
22068,175,58
22069,169,49
22070,168,54
22071,180,63
22072,175,57
22073,178,60
22074,165,65
22075,169,59
22076,165,53
22077,181,64
22078,173,57
22079,169,55
22080,180,70
22081,172,53
22082,174,62
22083,176,60
22084,170,51
22085,162,47
22086,173,52
22087,183,70
22088,174,59
22089,178,65
22090,173,60
22091,177,66
22092,171,56
22093,172,56
22094,170,57
22095,175,53
22096,170,62
22097,169,59
22098,175,59
22099,180,59
22100,172,56
22101,172,53
22102,176,60
22103,169,57
22104,174,52
22105,168,60
22106,173,58
22107,170,57
22108,168,56
22109,173,59
22110,170,62
22111,172,60
22112,165,53
22113,172,61
22114,173,53
22115,170,62
22116,169,61
22117,173,51
22118,174,60
22119,162,57
22120,171,61
22121,172,64
22122,165,49
22123,176,56
22124,178,68
22125,181,66
22126,169,55
22127,170,53
22128,178,66
22129,168,61
22130,168,59
22131,172,60
22132,168,50
22133,174,59
22134,167,54
22135,183,67
22136,171,66
22137,178,61
22138,176,70
22139,183,69
22140,170,52
22141,178,58
22142,175,65
22143,174,66
22144,184,64
22145,166,44
22146,170,61
22147,173,56
22148,182,62
22149,177,54
22150,173,60
22151,176,54
22152,179,62
22153,172,52
22154,169,62
22155,169,55
22156,173,65
22157,180,61
22158,172,55
22159,170,56
22160,175,58
22161,171,54
22162,175,67
22163,173,51
22164,180,68
22165,168,52
22166,167,47
22167,172,55
22168,175,56
22169,177,60
22170,169,67
22171,164,54
22172,170,58
22173,174,50
22174,165,56
22175,166,60
22176,177,58
22177,180,53
22178,177,65
22179,163,52
22180,172,58
22181,169,57
22182,168,54
22183,171,57
22184,162,54
22185,167,61
22186,173,63
22187,168,56
22188,168,54
22189,166,57
22190,166,54
22191,178,61
22192,171,61
22193,183,62
22194,180,63
22195,173,43
22196,167,60
22197,165,56
22198,168,50
22199,174,63
22200,168,46
22201,177,64
22202,173,63
22203,169,53
22204,175,59
22205,177,61
22206,174,57
22207,165,50
22208,172,55
22209,182,60
22210,172,57
22211,166,56
22212,173,57
22213,165,51
22214,170,61
22215,175,56
22216,170,60
22217,172,56
22218,175,53
22219,174,66
22220,175,58
22221,175,54
22222,165,54
22223,173,57
22224,178,60
22225,174,60
22226,169,50
22227,173,50
22228,173,70
22229,165,56
22230,175,62
22231,168,56
22232,177,67
22233,182,58
22234,164,55
22235,164,57
22236,175,61
22237,172,64
22238,173,57
22239,169,52
22240,164,56
22241,170,60
22242,172,59
22243,168,57
22244,173,59
22245,179,60
22246,167,56
22247,177,57
22248,180,68
22249,172,52
22250,180,62
22251,181,64
22252,173,67
22253,172,52
22254,171,62
22255,173,54
22256,170,62
22257,171,55
22258,176,59
22259,173,58
22260,172,61
22261,180,61
22262,178,61
22263,169,61
22264,179,64
22265,175,60
22266,184,64
22267,170,56
22268,178,65
22269,181,59
22270,174,55
22271,170,49
22272,165,47
22273,170,49
22274,176,55
22275,176,53
22276,167,53
22277,165,52
22278,161,54
22279,179,68
22280,173,53
22281,173,58
22282,171,67
22283,163,41
22284,163,42
22285,169,63
22286,170,57
22287,178,65
22288,174,55
22289,171,57
22290,175,62
22291,173,63
22292,172,55
22293,173,52
22294,164,62
22295,180,63
22296,169,61
22297,162,51
22298,172,54
22299,173,64
22300,168,52
22301,169,61
22302,178,63
22303,175,57
22304,174,62
22305,174,64
22306,176,61
22307,172,56
22308,181,60
22309,175,65
22310,171,55
22311,176,59
22312,161,49
22313,174,61
22314,167,54
22315,178,63
22316,175,57
22317,180,54
22318,169,51
22319,168,51
22320,173,55
22321,166,53
22322,170,62
22323,163,51
22324,174,59
22325,178,59
22326,164,53
22327,168,54
22328,175,54
22329,171,65
22330,165,58
22331,165,54
22332,175,57
22333,173,58
22334,166,63
22335,178,56
22336,167,55
22337,173,57
22338,174,53
22339,178,60
22340,175,62
22341,173,55
22342,166,48
22343,168,57
22344,171,51
22345,167,57
22346,178,67
22347,166,55
22348,177,68
22349,170,58
22350,165,58
22351,183,66
22352,166,52
22353,177,65
22354,174,62
22355,161,59
22356,166,56
22357,170,51
22358,177,61
22359,173,57
22360,176,56
22361,169,57
22362,174,55
22363,175,55
22364,180,72
22365,172,66
22366,172,55
22367,170,54
22368,178,61
22369,174,61
22370,171,55
22371,180,65
22372,171,62
22373,174,61
22374,175,58
22375,174,58
22376,169,51
22377,171,55
22378,165,59
22379,171,51
22380,174,52
22381,175,63
22382,168,52
22383,173,60
22384,176,56
22385,176,54
22386,173,56
22387,174,63
22388,174,57
22389,180,56
22390,171,66
22391,179,65
22392,170,54
22393,178,56
22394,171,64
22395,171,51
22396,175,55
22397,171,54
22398,176,58
22399,171,54
22400,178,58
22401,166,54
22402,177,62
22403,167,48
22404,180,62
22405,171,52
22406,167,53
22407,172,54
22408,175,60
22409,173,67
22410,176,48
22411,178,57
22412,172,59
22413,181,65
22414,174,57
22415,180,59
22416,174,56
22417,172,59
22418,175,54
22419,163,60
22420,167,52
22421,170,61
22422,184,64
22423,171,56
22424,164,56
22425,169,48
22426,170,55
22427,170,57
22428,175,64
22429,173,55
22430,164,48
22431,178,61
22432,166,54
22433,170,60
22434,184,72
22435,170,55
22436,172,60
22437,169,53
22438,169,48
22439,173,63
22440,173,60
22441,179,61
22442,179,56
22443,170,55
22444,173,48
22445,172,55
22446,163,50
22447,171,56
22448,167,48
22449,166,58
22450,166,62
22451,187,65
22452,171,58
22453,182,62
22454,169,61
22455,179,61
22456,175,47
22457,169,61
22458,170,54
22459,170,66
22460,171,61
22461,179,56
22462,173,59
22463,168,48
22464,173,58
22465,174,55
22466,171,46
22467,176,60
22468,171,47
22469,174,58
22470,170,56
22471,175,56
22472,189,67
22473,181,57
22474,169,60
22475,166,60
22476,171,54
22477,178,59
22478,167,57
22479,176,65
22480,179,55
22481,161,47
22482,172,63
22483,163,54
22484,174,52
22485,161,48
22486,178,69
22487,171,54
22488,171,61
22489,181,61
22490,182,62
22491,177,64
22492,162,53
22493,174,61
22494,163,51
22495,171,64
22496,177,54
22497,171,60
22498,170,52
22499,168,55
22500,167,54
22501,165,54
22502,171,57
22503,171,60
22504,166,60
22505,180,66
22506,171,63
22507,180,63
22508,156,44
22509,166,58
22510,174,59
22511,171,56
22512,183,64
22513,179,58
22514,181,65
22515,167,59
22516,173,58
22517,173,59
22518,168,55
22519,171,62
22520,173,49
22521,174,65
22522,174,59
22523,173,67
22524,174,63
22525,170,58
22526,178,59
22527,177,59
22528,178,67
22529,167,58
22530,173,58
22531,175,51
22532,165,57
22533,171,57
22534,173,48
22535,175,60
22536,174,46
22537,168,48
22538,169,51
22539,169,49
22540,177,67
22541,179,55
22542,176,61
22543,166,54
22544,167,53
22545,175,62
22546,169,54
22547,163,55
22548,174,62
22549,167,55
22550,179,63
22551,164,53
22552,165,52
22553,165,54
22554,174,55
22555,172,61
22556,173,60
22557,166,58
22558,172,53
22559,169,59
22560,174,55
22561,179,62
22562,184,73
22563,180,61
22564,171,53
22565,175,61
22566,183,64
22567,177,62
22568,181,66
22569,177,54
22570,175,60
22571,176,60
22572,171,64
22573,177,58
22574,179,60
22575,171,58
22576,168,58
22577,171,59
22578,168,55
22579,177,62
22580,169,51
22581,179,61
22582,175,63
22583,182,60
22584,174,54
22585,176,53
22586,174,57
22587,168,61
22588,174,57
22589,168,55
22590,171,61
22591,173,64
22592,172,52
22593,175,60
22594,172,52
22595,184,59
22596,178,63
22597,174,59
22598,173,59
22599,173,55
22600,179,55
22601,170,58
22602,167,52
22603,166,49
22604,170,57
22605,177,61
22606,172,57
22607,165,52
22608,177,66
22609,180,68
22610,166,52
22611,180,64
22612,169,58
22613,172,57
22614,179,52
22615,171,54
22616,185,70
22617,176,66
22618,166,44
22619,169,52
22620,171,54
22621,170,48
22622,169,55
22623,173,55
22624,177,58
22625,176,51
22626,165,61
22627,179,64
22628,179,66
22629,183,62
22630,183,61
22631,173,57
22632,184,62
22633,172,53
22634,167,58
22635,174,64
22636,167,61
22637,177,59
22638,176,69
22639,185,71
22640,177,59
22641,180,59
22642,169,59
22643,168,51
22644,174,60
22645,164,53
22646,170,51
22647,169,48
22648,174,56
22649,177,54
22650,176,53
22651,179,57
22652,168,50
22653,179,57
22654,175,61
22655,177,59
22656,177,55
22657,170,51
22658,175,62
22659,174,64
22660,170,63
22661,169,51
22662,170,55
22663,179,70
22664,176,56
22665,168,57
22666,170,61
22667,170,61
22668,177,60
22669,170,62
22670,169,58
22671,172,49
22672,173,68
22673,168,60
22674,178,58
22675,171,51
22676,164,61
22677,176,54
22678,175,55
22679,172,55
22680,169,53
22681,167,54
22682,177,63
22683,174,66
22684,179,64
22685,174,57
22686,173,63
22687,163,63
22688,176,63
22689,183,58
22690,174,62
22691,174,68
22692,178,58
22693,174,63
22694,175,65
22695,174,53
22696,184,62
22697,178,65
22698,177,59
22699,163,54
22700,181,60
22701,171,62
22702,168,57
22703,168,50
22704,176,59
22705,168,49
22706,182,68
22707,182,60
22708,176,55
22709,177,65
22710,171,47
22711,173,59
22712,169,57
22713,174,63
22714,186,68
22715,171,57
22716,175,66
22717,168,63
22718,171,56
22719,172,56
22720,171,57
22721,181,62
22722,168,65
22723,169,58
22724,178,63
22725,175,63
22726,168,51
22727,170,57
22728,173,55
22729,172,60
22730,182,55
22731,173,62
22732,170,57
22733,174,59
22734,173,63
22735,168,58
22736,172,66
22737,176,61
22738,175,61
22739,160,40
22740,166,52
22741,177,63
22742,174,53
22743,163,55
22744,177,66
22745,172,56
22746,171,59
22747,178,64
22748,172,58
22749,180,61
22750,167,53
22751,176,51
22752,173,60
22753,174,58
22754,177,60
22755,175,58
22756,169,63
22757,169,57
22758,164,52
22759,180,59
22760,173,58
22761,171,63
22762,166,62
22763,171,61
22764,169,56
22765,177,58
22766,164,51
22767,173,56
22768,175,49
22769,164,54
22770,188,64
22771,169,55
22772,173,60
22773,177,69
22774,175,54
22775,174,61
22776,168,61
22777,174,60
22778,174,61
22779,159,51
22780,173,50
22781,168,62
22782,172,55
22783,172,60
22784,177,51
22785,172,64
22786,172,46
22787,164,46
22788,181,66
22789,174,65
22790,172,57
22791,171,55
22792,175,58
22793,168,49
22794,175,64
22795,174,52
22796,166,52
22797,176,64
22798,181,64
22799,172,56
22800,169,54
22801,174,54
22802,172,62
22803,174,56
22804,173,53
22805,185,62
22806,169,56
22807,176,60
22808,177,53
22809,163,58
22810,173,55
22811,166,57
22812,167,56
22813,168,55
22814,170,52
22815,170,59
22816,173,57
22817,172,60
22818,172,46
22819,173,54
22820,172,58
22821,167,55
22822,173,64
22823,178,65
22824,179,62
22825,168,56
22826,173,60
22827,164,53
22828,170,64
22829,181,57
22830,165,59
22831,166,57
22832,174,55
22833,163,51
22834,172,59
22835,168,56
22836,174,56
22837,171,59
22838,171,54
22839,168,57
22840,176,56
22841,179,64
22842,175,57
22843,170,52
22844,177,63
22845,175,60
22846,172,61
22847,168,57
22848,167,50
22849,184,58
22850,173,57
22851,161,52
22852,178,61
22853,167,50
22854,175,62
22855,186,63
22856,175,67
22857,172,61
22858,160,56
22859,177,57
22860,173,53
22861,174,60
22862,173,52
22863,173,58
22864,170,55
22865,175,61
22866,172,54
22867,172,58
22868,176,69
22869,171,54
22870,176,65
22871,168,54
22872,172,62
22873,177,49
22874,164,52
22875,172,54
22876,164,47
22877,175,62
22878,174,57
22879,171,50
22880,172,50
22881,166,51
22882,174,67
22883,177,49
22884,167,54
22885,169,49
22886,173,54
22887,180,67
22888,172,52
22889,180,62
22890,169,55
22891,177,60
22892,176,54
22893,173,57
22894,169,59
22895,175,56
22896,171,54
22897,177,65
22898,168,59
22899,176,65
22900,181,56
22901,179,58
22902,175,52
22903,173,59
22904,170,62
22905,166,57
22906,172,55
22907,166,51
22908,174,61
22909,177,49
22910,172,58
22911,175,60
22912,181,61
22913,169,55
22914,175,53
22915,178,60
22916,169,52
22917,181,68
22918,183,62
22919,176,58
22920,174,62
22921,176,62
22922,171,56
22923,171,55
22924,174,56
22925,174,59
22926,178,46
22927,178,57
22928,169,61
22929,169,52
22930,163,53
22931,181,62
22932,178,67
22933,175,62
22934,164,59
22935,171,53
22936,178,62
22937,179,60
22938,167,53
22939,163,52
22940,169,61
22941,171,62
22942,176,62
22943,177,59
22944,168,58
22945,163,52
22946,157,35
22947,172,54
22948,169,50
22949,170,56
22950,173,56
22951,168,53
22952,178,64
22953,174,62
22954,181,62
22955,164,51
22956,169,52
22957,171,59
22958,173,55
22959,166,56
22960,174,52
22961,173,57
22962,169,55
22963,171,62
22964,172,67
22965,165,50
22966,173,61
22967,168,61
22968,175,61
22969,176,54
22970,174,58
22971,177,62
22972,171,46
22973,179,57
22974,174,61
22975,175,65
22976,174,50
22977,161,46
22978,176,53
22979,172,55
22980,169,62
22981,167,53
22982,177,56
22983,166,46
22984,178,63
22985,173,58
22986,173,64
22987,170,57
22988,168,54
22989,172,65
22990,170,51
22991,179,66
22992,160,56
22993,178,63
22994,183,66
22995,175,57
22996,175,60
22997,164,57
22998,175,57
22999,175,64
23000,170,58
23001,168,48
23002,166,56
23003,174,53
23004,185,71
23005,176,56
23006,172,57
23007,173,46
23008,169,56
23009,171,59
23010,166,53
23011,181,64
23012,167,53
23013,174,61
23014,179,56
23015,177,55
23016,183,56
23017,175,60
23018,173,58
23019,179,56
23020,169,54
23021,177,61
23022,170,50
23023,169,54
23024,170,63
23025,176,60
23026,180,60
23027,166,57
23028,172,60
23029,172,59
23030,173,52
23031,164,52
23032,171,60
23033,173,52
23034,169,55
23035,169,54
23036,170,48
23037,168,57
23038,173,58
23039,172,50
23040,188,70
23041,174,64
23042,158,59
23043,173,64
23044,173,53
23045,175,54
23046,169,49
23047,178,64
23048,172,54
23049,172,53
23050,176,57
23051,169,50
23052,178,67
23053,176,63
23054,175,62
23055,175,61
23056,171,60
23057,167,63
23058,167,53
23059,171,65
23060,177,59
23061,179,63
23062,174,56
23063,167,58
23064,174,63
23065,184,60
23066,171,57
23067,162,43
23068,169,55
23069,173,56
23070,171,60
23071,173,57
23072,163,50
23073,177,66
23074,174,62
23075,169,62
23076,169,55
23077,177,57
23078,178,73
23079,176,58
23080,175,61
23081,181,64
23082,175,54
23083,176,66
23084,177,63
23085,165,54
23086,174,54
23087,177,58
23088,181,70
23089,175,58
23090,180,63
23091,175,65
23092,178,60
23093,169,63
23094,167,59
23095,179,72
23096,165,48
23097,168,67
23098,161,46
23099,166,51
23100,177,56
23101,171,49
23102,177,57
23103,173,53
23104,177,56
23105,174,60
23106,175,61
23107,174,64
23108,172,56
23109,176,65
23110,177,59
23111,172,65
23112,168,56
23113,168,49
23114,168,55
23115,169,47
23116,176,58
23117,166,55
23118,169,56
23119,173,62
23120,183,63
23121,178,65
23122,169,52
23123,177,58
23124,175,53
23125,173,57
23126,181,61
23127,176,58
23128,167,60
23129,169,55
23130,169,65
23131,178,60
23132,160,54
23133,180,71
23134,167,56
23135,174,60
23136,174,60
23137,170,58
23138,179,66
23139,173,57
23140,169,49
23141,173,57
23142,175,60
23143,170,53
23144,172,58
23145,167,63
23146,176,64
23147,176,58
23148,171,65
23149,182,60
23150,175,63
